HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Input.KeyTerm,Input.Sentence,Input.System1,Input.System2,Input.Reverse,Input.SentenceNumber,Input.text1,Input.text2,Answer.Compare Quality of System Output.label,Answer.utterance,Approve,Reject
3MYASTQBG7HYEE0LHSN6QLAHKATQDT,3X2H010HBR2UDWPNQAX5K8M73242R4,"Which is a better representation of the term, as defined by the sentence?","Given a Target Term and a sentence that defines it, compare the output of the two systems.","meaning, semantic, similarity, text, definition, representation",$0.07 ,Sun Feb 24 20:06:09 PST 2019,3,BatchId:3544162;OriginalHitTemplateId:928390905;,420,259200,Wed Feb 27 20:06:09 PST 2019,,,3ERET4BTVNF2N5M2I938XNB64JKK90,A3EL0EEIRKNWZW,Submitted,Sun Feb 24 20:32:35 PST 2019,Sun Feb 24 20:33:32 PST 2019,Wed Feb 27 20:33:32 PST 2019,,,,57,0% (0/0),0% (0/0),0% (0/0),explorer,"In human history , its most dramatic rise was during the age of discovery when european explorers sailed and charted much of the rest of the world for a variety of reasons .","Relation: is defined as, Related to: its of discovery when european explorers sailed and much rest world for a variety of reasons<br/>Relation: is a, Related to: during age","Relation: charted, Related to: much of the rest of the world for a variety of reasons",0,3,,,1 - System 1,same as definition given,,
3MYASTQBG7HYEE0LHSN6QLAHKATQDT,3X2H010HBR2UDWPNQAX5K8M73242R4,"Which is a better representation of the term, as defined by the sentence?","Given a Target Term and a sentence that defines it, compare the output of the two systems.","meaning, semantic, similarity, text, definition, representation",$0.07 ,Sun Feb 24 20:06:09 PST 2019,3,BatchId:3544162;OriginalHitTemplateId:928390905;,420,259200,Wed Feb 27 20:06:09 PST 2019,,,3RKNTXVS3N4VEM74PNUSM1XUDFCA4F,A1HNR6OIRFCEHS,Submitted,Sun Feb 24 20:30:23 PST 2019,Sun Feb 24 20:30:49 PST 2019,Wed Feb 27 20:30:49 PST 2019,,,,26,0% (0/0),0% (0/0),0% (0/0),explorer,"In human history , its most dramatic rise was during the age of discovery when european explorers sailed and charted much of the rest of the world for a variety of reasons .","Relation: is defined as, Related to: its of discovery when european explorers sailed and much rest world for a variety of reasons<br/>Relation: is a, Related to: during age","Relation: charted, Related to: much of the rest of the world for a variety of reasons",0,3,,,1 - System 1,with words to describe,,
35XW21VSVGKTP63QMDAZ4YXNB7GLST,3X2H010HBR2UDWPNQAX5K8M73242R4,"Which is a better representation of the term, as defined by the sentence?","Given a Target Term and a sentence that defines it, compare the output of the two systems.","meaning, semantic, similarity, text, definition, representation",$0.07 ,Sun Feb 24 20:06:09 PST 2019,3,BatchId:3544162;OriginalHitTemplateId:928390905;,420,259200,Wed Feb 27 20:06:09 PST 2019,,,37M28K1J0RJLH4QPSUHWS3MDVC2AJ6,A3RS7UCO7CQ74R,Submitted,Sun Feb 24 20:18:03 PST 2019,Sun Feb 24 20:22:12 PST 2019,Wed Feb 27 20:22:12 PST 2019,,,,249,0% (0/0),0% (0/0),0% (0/0),novel,"A novel is a relatively long work of narrative fiction , normally written in prose form , and which is typically published as a book .","Relation: is a, Related to: a relatively long work of narrative fiction , normally written in prose form , and which<br/>Relation: is a, Related to: typically published as a book","Relation: is, Related to: a relatively long work of narrative fiction<br/>Relation: is, Related to: as a book<br/>Relation: published, Related to: as a book",0,1,,,3 - Cannot tell: Both are equally good/bad,they are alike,,
35XW21VSVGKTP63QMDAZ4YXNB7GLST,3X2H010HBR2UDWPNQAX5K8M73242R4,"Which is a better representation of the term, as defined by the sentence?","Given a Target Term and a sentence that defines it, compare the output of the two systems.","meaning, semantic, similarity, text, definition, representation",$0.07 ,Sun Feb 24 20:06:09 PST 2019,3,BatchId:3544162;OriginalHitTemplateId:928390905;,420,259200,Wed Feb 27 20:06:09 PST 2019,,,3O7L7BFSHFVSC6NVQHYICLX43CBEIT,A3PFU4042GIQLE,Submitted,Sun Feb 24 20:31:01 PST 2019,Sun Feb 24 20:31:50 PST 2019,Wed Feb 27 20:31:50 PST 2019,,,,49,0% (0/0),0% (0/0),0% (0/0),novel,"A novel is a relatively long work of narrative fiction , normally written in prose form , and which is typically published as a book .","Relation: is a, Related to: a relatively long work of narrative fiction , normally written in prose form , and which<br/>Relation: is a, Related to: typically published as a book","Relation: is, Related to: a relatively long work of narrative fiction<br/>Relation: is, Related to: as a book<br/>Relation: published, Related to: as a book",0,1,,,1 - System 1,System 1 is a better representation,,
35XW21VSVGKTP63QMDAZ4YXNB7GLST,3X2H010HBR2UDWPNQAX5K8M73242R4,"Which is a better representation of the term, as defined by the sentence?","Given a Target Term and a sentence that defines it, compare the output of the two systems.","meaning, semantic, similarity, text, definition, representation",$0.07 ,Sun Feb 24 20:06:09 PST 2019,3,BatchId:3544162;OriginalHitTemplateId:928390905;,420,259200,Wed Feb 27 20:06:09 PST 2019,,,3SB5N7Y3O4AFPP26SMZ06KIKUY90G1,A3EL0EEIRKNWZW,Submitted,Sun Feb 24 20:17:42 PST 2019,Sun Feb 24 20:17:58 PST 2019,Wed Feb 27 20:17:58 PST 2019,,,,16,0% (0/0),0% (0/0),0% (0/0),novel,"A novel is a relatively long work of narrative fiction , normally written in prose form , and which is typically published as a book .","Relation: is a, Related to: a relatively long work of narrative fiction , normally written in prose form , and which<br/>Relation: is a, Related to: typically published as a book","Relation: is, Related to: a relatively long work of narrative fiction<br/>Relation: is, Related to: as a book<br/>Relation: published, Related to: as a book",0,1,,,1 - System 1,same as definition given,,
38Z7YZ2SB38FMPG796OHHIQUCF1IQN,3X2H010HBR2UDWPNQAX5K8M73242R4,"Which is a better representation of the term, as defined by the sentence?","Given a Target Term and a sentence that defines it, compare the output of the two systems.","meaning, semantic, similarity, text, definition, representation",$0.07 ,Sun Feb 24 20:06:09 PST 2019,3,BatchId:3544162;OriginalHitTemplateId:928390905;,420,259200,Wed Feb 27 20:06:09 PST 2019,,,3JW0YLFXRUM4U1TR0YW3ZIDCPREWWY,AVZOGPWNTUPC4,Submitted,Sun Feb 24 20:31:48 PST 2019,Sun Feb 24 20:32:03 PST 2019,Wed Feb 27 20:32:03 PST 2019,,,,15,0% (0/0),0% (0/0),0% (0/0),politician,"In democratic countries , politicians seek elective positions within a government through elections or , at times , temporary appointment to replace politicians who have died , resigned or have been otherwise removed from office .","Relation: has the property, Related to: democratic have been otherwise removed from office<br/>Relation: is a, Related to: countries , politicians seek elective positions within a government through elections or , at times , temporary appointment to replace politicians who have died , resigned or","Relation: seek, Related to: elective positions within a government through elections<br/>Relation: been, Related to: from office",0,2,,,1 - System 1,more complete,,
38Z7YZ2SB38FMPG796OHHIQUCF1IQN,3X2H010HBR2UDWPNQAX5K8M73242R4,"Which is a better representation of the term, as defined by the sentence?","Given a Target Term and a sentence that defines it, compare the output of the two systems.","meaning, semantic, similarity, text, definition, representation",$0.07 ,Sun Feb 24 20:06:09 PST 2019,3,BatchId:3544162;OriginalHitTemplateId:928390905;,420,259200,Wed Feb 27 20:06:09 PST 2019,,,3OVHNO1VE779FQY5UQBK6YI9ZDCZDI,A3F9N2P4NUUR7S,Submitted,Sun Feb 24 20:31:21 PST 2019,Sun Feb 24 20:34:04 PST 2019,Wed Feb 27 20:34:04 PST 2019,,,,163,0% (0/0),0% (0/0),0% (0/0),politician,"In democratic countries , politicians seek elective positions within a government through elections or , at times , temporary appointment to replace politicians who have died , resigned or have been otherwise removed from office .","Relation: has the property, Related to: democratic have been otherwise removed from office<br/>Relation: is a, Related to: countries , politicians seek elective positions within a government through elections or , at times , temporary appointment to replace politicians who have died , resigned or","Relation: seek, Related to: elective positions within a government through elections<br/>Relation: been, Related to: from office",0,2,,,1 - System 1,explains more,,
38Z7YZ2SB38FMPG796OHHIQUCF1IQN,3X2H010HBR2UDWPNQAX5K8M73242R4,"Which is a better representation of the term, as defined by the sentence?","Given a Target Term and a sentence that defines it, compare the output of the two systems.","meaning, semantic, similarity, text, definition, representation",$0.07 ,Sun Feb 24 20:06:09 PST 2019,3,BatchId:3544162;OriginalHitTemplateId:928390905;,420,259200,Wed Feb 27 20:06:09 PST 2019,,,3VZLGYJEYMGNDW3MLQCW05L1FVNZXJ,A1HNR6OIRFCEHS,Submitted,Sun Feb 24 20:14:53 PST 2019,Sun Feb 24 20:15:31 PST 2019,Wed Feb 27 20:15:31 PST 2019,,,,38,0% (0/0),0% (0/0),0% (0/0),politician,"In democratic countries , politicians seek elective positions within a government through elections or , at times , temporary appointment to replace politicians who have died , resigned or have been otherwise removed from office .","Relation: has the property, Related to: democratic have been otherwise removed from office<br/>Relation: is a, Related to: countries , politicians seek elective positions within a government through elections or , at times , temporary appointment to replace politicians who have died , resigned or","Relation: seek, Related to: elective positions within a government through elections<br/>Relation: been, Related to: from office",0,2,,,2 - System 2,the content have more meaning,,
37G6BXQPLQR36KELDNYQW3S2KMUQEM,3X2H010HBR2UDWPNQAX5K8M73242R4,"Which is a better representation of the term, as defined by the sentence?","Given a Target Term and a sentence that defines it, compare the output of the two systems.","meaning, semantic, similarity, text, definition, representation",$0.07 ,Sun Feb 24 20:06:09 PST 2019,3,BatchId:3544162;OriginalHitTemplateId:928390905;,420,259200,Wed Feb 27 20:06:09 PST 2019,,,3137ONMDKHBEGFH00TYFR9KOOZKGE4,A1HNR6OIRFCEHS,Submitted,Sun Feb 24 20:40:11 PST 2019,Sun Feb 24 20:40:37 PST 2019,Wed Feb 27 20:40:37 PST 2019,,,,26,0% (0/0),0% (0/0),0% (0/0),chemical,"Chemical elements may or may not be included in the definition , depending on expert viewpoint.chemical substances are often called ` pure ' to set them apart from mixtures .","Relation: may, Related to: in the definition<br/>Relation: may, Related to: in the definition<br/>Relation: be, Related to: included<br/>Relation: included, Related to: in the definition<br/>Relation: depending, Related to: on expert viewpoint.chemical substances<br/>Relation: are, Related to: pure","Relation: has the property, Related to: not in the on<br/>Relation: is a, Related to: included definition , depending often called ` pure ' to set them apart from mixtures",1,4,,,2 - System 2,it gives more options,,
37G6BXQPLQR36KELDNYQW3S2KMUQEM,3X2H010HBR2UDWPNQAX5K8M73242R4,"Which is a better representation of the term, as defined by the sentence?","Given a Target Term and a sentence that defines it, compare the output of the two systems.","meaning, semantic, similarity, text, definition, representation",$0.07 ,Sun Feb 24 20:06:09 PST 2019,3,BatchId:3544162;OriginalHitTemplateId:928390905;,420,259200,Wed Feb 27 20:06:09 PST 2019,,,3GNCZX450JTH3FTNN7MGPZ8P4B9AP7,AW5CAVAQBYOLE,Submitted,Sun Feb 24 20:37:54 PST 2019,Sun Feb 24 20:39:37 PST 2019,Wed Feb 27 20:39:37 PST 2019,,,,103,0% (0/0),0% (0/0),0% (0/0),chemical,"Chemical elements may or may not be included in the definition , depending on expert viewpoint.chemical substances are often called ` pure ' to set them apart from mixtures .","Relation: may, Related to: in the definition<br/>Relation: may, Related to: in the definition<br/>Relation: be, Related to: included<br/>Relation: included, Related to: in the definition<br/>Relation: depending, Related to: on expert viewpoint.chemical substances<br/>Relation: are, Related to: pure","Relation: has the property, Related to: not in the on<br/>Relation: is a, Related to: included definition , depending often called ` pure ' to set them apart from mixtures",1,4,,,1 - System 1,IT IS CORRECT ANSWER.,,
37G6BXQPLQR36KELDNYQW3S2KMUQEM,3X2H010HBR2UDWPNQAX5K8M73242R4,"Which is a better representation of the term, as defined by the sentence?","Given a Target Term and a sentence that defines it, compare the output of the two systems.","meaning, semantic, similarity, text, definition, representation",$0.07 ,Sun Feb 24 20:06:09 PST 2019,3,BatchId:3544162;OriginalHitTemplateId:928390905;,420,259200,Wed Feb 27 20:06:09 PST 2019,,,3HYA4D452SPG7Z9PWPXW7NBNQHU2FP,A3F9N2P4NUUR7S,Submitted,Sun Feb 24 20:39:02 PST 2019,Sun Feb 24 20:43:53 PST 2019,Wed Feb 27 20:43:53 PST 2019,,,,291,0% (0/0),0% (0/0),0% (0/0),chemical,"Chemical elements may or may not be included in the definition , depending on expert viewpoint.chemical substances are often called ` pure ' to set them apart from mixtures .","Relation: may, Related to: in the definition<br/>Relation: may, Related to: in the definition<br/>Relation: be, Related to: included<br/>Relation: included, Related to: in the definition<br/>Relation: depending, Related to: on expert viewpoint.chemical substances<br/>Relation: are, Related to: pure","Relation: has the property, Related to: not in the on<br/>Relation: is a, Related to: included definition , depending often called ` pure ' to set them apart from mixtures",1,4,,,2 - System 2,Its forms good thn other,,
3MZ3TAMYTLTFYQV7MLDHM80Z813IRO,3X2H010HBR2UDWPNQAX5K8M73242R4,"Which is a better representation of the term, as defined by the sentence?","Given a Target Term and a sentence that defines it, compare the output of the two systems.","meaning, semantic, similarity, text, definition, representation",$0.07 ,Sun Feb 24 20:06:09 PST 2019,3,BatchId:3544162;OriginalHitTemplateId:928390905;,420,259200,Wed Feb 27 20:06:09 PST 2019,,,3EJPLAJKENMAUHJQK3360S8HIRP6ZX,A191V8LNTTLHSA,Submitted,Sun Feb 24 20:26:23 PST 2019,Sun Feb 24 20:27:05 PST 2019,Wed Feb 27 20:27:05 PST 2019,,,,42,0% (0/0),0% (0/0),0% (0/0),magnesium,Magnesium is a chemical element with symbol mg and atomic number 12 .,"Relation: is a, Related to: a chemical element with symbol mg and atomic number 12","Relation: is, Related to: a chemical element with symbol mg and atomic number 12",0,1,,,1 - System 1,DESCRIBES AS CHEMICAL ELEMENT MG,,
3MZ3TAMYTLTFYQV7MLDHM80Z813IRO,3X2H010HBR2UDWPNQAX5K8M73242R4,"Which is a better representation of the term, as defined by the sentence?","Given a Target Term and a sentence that defines it, compare the output of the two systems.","meaning, semantic, similarity, text, definition, representation",$0.07 ,Sun Feb 24 20:06:09 PST 2019,3,BatchId:3544162;OriginalHitTemplateId:928390905;,420,259200,Wed Feb 27 20:06:09 PST 2019,,,3VHHR074H4N9TSGROCHPYRXFYT1L7S,A34FCZEI261C8B,Submitted,Sun Feb 24 20:35:48 PST 2019,Sun Feb 24 20:35:59 PST 2019,Wed Feb 27 20:35:59 PST 2019,,,,11,0% (0/0),0% (0/0),0% (0/0),magnesium,Magnesium is a chemical element with symbol mg and atomic number 12 .,"Relation: is a, Related to: a chemical element with symbol mg and atomic number 12","Relation: is, Related to: a chemical element with symbol mg and atomic number 12",0,1,,,3 - Cannot tell: Both are equally good/bad,IT WAS MATCH TO TARGET TERM,,
3MZ3TAMYTLTFYQV7MLDHM80Z813IRO,3X2H010HBR2UDWPNQAX5K8M73242R4,"Which is a better representation of the term, as defined by the sentence?","Given a Target Term and a sentence that defines it, compare the output of the two systems.","meaning, semantic, similarity, text, definition, representation",$0.07 ,Sun Feb 24 20:06:09 PST 2019,3,BatchId:3544162;OriginalHitTemplateId:928390905;,420,259200,Wed Feb 27 20:06:09 PST 2019,,,3ZQIG0FLQFMRFCTMAOR7DGUYIICWVO,A1P7U2ULSAE7YL,Submitted,Sun Feb 24 20:31:29 PST 2019,Sun Feb 24 20:32:10 PST 2019,Wed Feb 27 20:32:10 PST 2019,,,,41,0% (0/0),0% (0/0),0% (0/0),magnesium,Magnesium is a chemical element with symbol mg and atomic number 12 .,"Relation: is a, Related to: a chemical element with symbol mg and atomic number 12","Relation: is, Related to: a chemical element with symbol mg and atomic number 12",0,1,,,3 - Cannot tell: Both are equally good/bad,Both the systems represent equally the given definition,,
